claim_id,claim,document_id
000001110001,U.S. President Donald Trump arrived in Sicily from Brussels on Thursday.,0111
000001110002,Other leaders are expected to pressure Donald Trump on trade and climate change.,0111
000001120001,The Federal Bureau of Investigation declined to give the House Oversight Committee documents regarding communications between former FBI chief James Comey and President Donald Trump.,0112
000001120002,The House Oversight Committee set a deadline of Wednesday for the FBI's response regarding documents on communications between former FBI chief James Comey and President Donald Trump.,0112
000001130001,Joe Lieberman withdrew his consideration for the position of FBI director.,0113
000001130002,"Joe Lieberman cited a potential conflict of interest due to President Trump hiring Marc Kasowitz, who works at the same firm as Lieberman.",0113
000001140001,President Donald Trump fired James Comey on May 9th.,0114
000001140002,"President Donald Trump was scheduled to interview Joseph Lieberman, Andrew McCabe, Frank Keating, and Richard McFeely for the position of FBI director.",0114
000001150001,Republican and Democratic U.S. congressmen introduced a bill on Thursday that would ban Americans from traveling to North Korea as tourists.,0115
000001150002,At least 17 Americans have been detained in North Korea in the past decade.,0115
000001160001,U.S. President Donald Trump pushed past Prime Minister Dusko Markovic at a NATO summit in Brussels.,0116
000001160002,Montenegro will formally become NATO's 29th state in June.,0116
000001170001,Trump has been clear on his commitment to NATO.,0117
000001170002,President Trump has also been clear in the message to all allies that we have to deliver on the pledge we made to increase defense spending.,0117
000001190001,Donald Trump expressed concern that Americans may lose jobs as a result of Britain leaving the EU in 2019.,0119
000001190002,EU officials said the meeting between Trump and EU leaders was constructive and friendly.,0119
000001200001,"Melania Trump, wife of US President Donald Trump, toured a museum dedicated to Belgian surrealist painter Rene Magritte in Brussels.",0120
000001200002,The museum toured by Melania Trump is dedicated to Belgian surrealist painter Rene Magritte.,0120
000001210001,Each man gripped each other’s right hand so firmly that their knuckles turned white and their jaws seemed to clench.,0121
000001210002,"Macron approached a group of other leaders and made Trump wait, firstly exchanging greetings with Merkel, the head of the Western military bloc, and others.",0121
000001220001,"Donald Trump told Emmanuel Macron, “You were my guy”.",0122
000001220002,Donald Trump told Emmanuel Macron that he did not back Marine Le Pen.,0122
000001230001,Former CIA Director John Brennan warned the head of Russia's FSB security service that Russian interference in the U.S. presidential election would hurt U.S. ties.,0123
000001230002,Published media reports cited Russian attempts to meddle in the 2016 U.S. presidential election.,0123
000001240001,John Brennan testified to the U.S. House of Representatives Intelligence Committee that he had unresolved questions about whether the Russians had been successful in getting U.S. persons to work on their behalf.,0124
000001240002,John Brennan expressed concern about Russian efforts to recruit Americans.,0124
000001250001,"Senator Bob Corker, chairman of the U.S. Senate Foreign Relations Committee, said the panel could take up a bill to impose new sanctions on Russia as soon as this summer.",0125
000001250002,Some Democrats on the Senate Foreign Relations Committee wanted to act more quickly on sanctions over Russian activities.,0125
000001260001,"U.S. President Donald Trump called the Manchester attacks ""savage"" and ""barbaric"".",0126
000001260002,U.S. President Donald Trump said the United States would never stop fighting terrorism.,0126
000001260003,"U.S. President Donald Trump accused low-spending members of the alliance of owing ""massive amounts of money"" to NATO.",0126
000001270001,U.S. Commerce Secretary Wilbur Ross requested a $5.5 million increase for the agency's enforcement budget this year.,0127
000001270002,The Trump Administration requested an additional $4.5 million for the International Trade Administration's enforcement and compliance section.,0127
000001280001,The U.S. Senate Foreign Relations Committee voted 18-3 in favor of the legislation imposing new sanctions on Iran.,0128
000001280002,Lawmakers who supported the bill believed its passage would not violate the terms of the international nuclear agreement with Iran.,0128
000001290001,A senior White House official said that U.S. President Donald Trump stands united with other NATO countries in defending all members of the Western military alliance.,0129
000001290002,NATOâs founding treaty states that an attack on one ally is considered an attack on all allies.,0129
000001300001,Treasury Secretary Steven Mnuchin stated that the Trump administration is hopeful they can find common ground on a bipartisan tax deal.,0130
000001310001,British police stopped sharing information about the Manchester suicide bombing with the United States.,0131
000001310002,U.S. President Trump stated he would seek an official review of leaks and that culprits should be prosecuted.,0131
000001320001,Lewis Lukens condemned media leaks of an investigation into a suicide bomb in Manchester.,0132
